NonLinearLinesClearedHeuristic SumOfHeightOfBlocksHeuristic SumOfHeightOfColumnsHeuristic BumpinessHeuristic HolesHeuristic BlockadesHeuristic Fitness
.2039 .1699 .6353 -.7633 .1754 .5624 .0000
-.5959 .3588 .9306 -.8338 -.4217 .6046 .0000
.6779 .9240 .6107 -.1871 -.1475 .6110 .0000
.7300 .0813 -.5456 -.9129 .9622 .2247 .0000
-.8841 .7628 -.4693 -.1141 .7671 .1321 .0000
.7564 -.5499 .4442 -.6505 -.5698 .5068 .0000
.4584 -.8539 .4605 -.3941 -.4660 .2087 .0000
.1940 -.6235 .1541 -.0852 -.9496 .2608 .0000
-.3707 -.3079 .1476 .1419 -.0946 -.7106 .0000
.2099 .8180 -.1220 .2353 -.9089 -.0120 .0000
.8386 -.5238 .8636 .6704 .0590 .2338 .0000
.5889 .4312 -.0711 -.4324 .0409 -.8679 .0000
.3377 .1063 -.2594 -.7034 .3158 .5286 .0000
-.3057 -.9007 .8018 -.3937 -.0498 .0637 .0000
.9299 .0393 -.0083 .0080 .8403 -.0379 .0000
-.9965 .5402 -.6281 .6282 .8255 .0230 .0000
.7032 -.4136 -.4261 -.6197 .6755 .6012 .0000
-.7795 .5050 .3360 .5640 .1116 .0378 .0000
.7257 .7827 -.6329 .8387 .7579 .9110 .0000
.1875 -.2480 .0264 .5907 -.3072 -.2360 .0000
-.6529 .7734 .4937 .5837 .5208 .3715 .0000
-.2570 -.1387 -.0781 -.3576 .7037 -.7316 .0000
.3843 -.1259 .1786 -.0265 -.6988 .4413 .0000
-.3207 .8786 .6432 -.3812 .7204 -.2562 .0000
-.1029 -.6250 -.2428 .5382 .4816 -.9756 .0000
.4996 .8014 -.2571 .5326 .2491 .2980 .0000
.9583 -.0729 -.4667 .5611 -.6300 .5781 .0000
-.3154 .1245 -.6405 .4244 .7135 .5495 .0000
-.1854 .7109 .9819 .7326 -.9730 -.3198 .0000
.2136 -.6590 .1769 -.8009 .6984 .5899 .0000
.9670 -.6471 .9603 -.6200 .5331 .2396 .0000
-.8692 .6948 .5600 -.3291 -.1259 -.6426 .0000
.4663 -.7535 -.2117 -.1452 .8993 -.0682 .0000
.7051 -.6894 -.3017 .8780 .8765 -.0582 .0000
.1623 -.1842 -.8138 .5251 .7621 -.7328 .0000
.4386 -.9612 .1559 -.8650 -.3299 .8838 .0000
.3190 -.2013 .4291 -.5617 -.6354 .6327 .0000
-.1126 .9125 -.5164 -.9480 .5797 -.8196 .0000
-.4776 -.6252 -.4911 .6643 -.6143 .2230 .0000
-.6814 .4261 .9557 .2798 .3946 -.5531 .0000
.9668 -.9780 .5231 .7540 .8673 -.4890 .0000
.9557 -.8355 .8332 -.2820 .8879 -.3528 .0000
-.4911 .9410 .2055 .9197 -.4530 -.8966 .0000
-.1382 -.3605 .6330 -.2062 -.2259 -.7397 .0000
.6192 .4462 -.9688 -.1990 .0225 -.8675 .0000
.3959 .1320 -.1876 -.9196 -.1075 -.6961 .0000
-.7580 -.2185 .3664 -.8171 -.0546 -.8020 .0000
-.8959 -.5260 -.4517 -.8983 .0662 .7757 .0000
-.3466 -.8150 -.9640 .9730 .7999 .8957 .0000
.5429 .5026 -.9361 -.2936 .9344 -.7146 .0000
-.8028 -.6752 .2816 -.9331 -.0110 -.2339 .0000
-.0661 .3960 -.8508 -.5321 .2800 .4798 .0000
.9911 .3958 -.1730 .1701 -.8082 .2700 .0000
.3051 -.1712 .0746 -.2537 .7634 .5243 .0000
-.8016 .4005 -.5572 -.2542 -.6369 .5830 .0000
-.3105 .7185 -.8037 -.8105 -.7967 -.1721 .0000
-.0951 .8923 -.5616 .3825 .5699 .9313 .0000
.6356 -.3067 .2779 -.7459 .6207 .3219 .0000
-.9963 .0605 .6163 .1779 .4816 .1472 .0000
.5253 .0058 -.8389 -.4426 .4458 -.6433 .0000
-.1067 .5398 -.9865 .9104 .1577 -.2305 .0000
-.5116 -.5112 .4194 .0674 -.4744 -.1887 .0000
-.7516 -.6169 .9732 .5582 .6782 .0895 .0000
-.7697 .7493 -.7636 .4875 -.6251 .7017 .0000
.2235 .5863 .5267 -.9212 .8100 .4842 .0000
-.3428 -.8199 -.4880 -.9222 -.6860 .1825 .0000
-.7803 .2632 -.8784 .2168 -.8635 .7253 .0000
-.7225 .0129 .7227 -.6644 .4313 .9400 .0000
-.1275 .3903 -.9656 .6079 .2002 .0311 .0000
.7918 -.3865 .1016 -.3367 -.1147 .8873 .0000
-.6597 -.2639 .9728 .5551 -.7717 .9023 .0000
-.0126 .8835 .5896 .7210 -.0349 .6375 .0000
-.0495 -.0757 .7852 -.2715 .1327 .4378 .0000
-.0396 .9777 .4407 -.4936 .7463 .9206 .0000
-.8034 -.3363 .5542 -.0363 .7827 -.9228 .0000
.9851 -.3434 .8093 -.0993 .8263 .8833 .0000
.2286 -.2986 -.2346 .4269 -.7076 -.1657 .0000
.1562 -.4352 -.5172 -.2209 -.7713 -.4068 .0000
-.8585 -.1990 -.0815 .0937 .9391 -.9130 .0000
-.7356 .0501 -.3252 .1651 -.6678 -.5394 .0000
.5431 .5457 .8339 .5640 -.3685 -.7200 .0000
-.7404 .1848 .1473 .4805 .6260 .0647 .0000
-.1234 -.6414 .8647 .4635 .0163 -.4596 .0000
-.7329 -.0897 .3143 .2891 -.1652 .0141 .0000
-.4277 .3593 -.3154 -.6607 -.1993 .3337 .0000
-.5672 .8618 -.7739 -.7548 -.4930 .3080 .0000
.0412 .2108 .3291 -.4740 .8167 -.6271 .0000
.7777 .8154 .9425 .5206 .6584 .3053 .0000
.9976 .5461 -.8935 .4682 .7291 -.6045 .0000
.4092 -.1439 .8661 .0677 -.4561 -.7355 .0000
.2201 -.1619 -.6681 .8715 -.8921 .5196 .0000
-.7108 .0410 -.8000 .3500 .0730 .7078 .0000
-.5956 -.3588 -.3968 -.1749 .9794 .0154 .0000
-.9803 .7554 .2734 .6200 .6889 -.7986 .0000
-.3001 .2430 -.4215 .9795 -.8100 -.6648 .0000
-.9537 -.2911 -.0558 -.1201 -.6476 .4106 .0000
-.5396 -.9829 .5113 -.8448 -.7470 -.3808 .0000
.3220 .6260 .7050 -.8521 .4019 -.8780 .0000
.2021 .5499 -.0815 .7004 -.0002 .7165 .0000
-.7909 .9399 -.6475 -.3250 .9072 .1493 .0000
-.5611 -.5286 .4362 .4729 .5809 -.1205 .0000
.3890 .1752 .3686 -.4645 .4044 -.8622 .0000
-.1689 .8772 .9378 .1019 .1991 .9723 .0000
.6612 .8765 .2276 -.6873 -.7148 -.6262 .0000
.9144 -.0382 -.6593 .7638 .6192 -.1003 .0000
-.0003 -.6993 -.0553 -.9063 -.6233 .6023 .0000
.2594 .2731 -.3321 -.0235 .9551 -.0016 .0000
-.8230 -.3140 -.0420 -.5959 -.0353 .7449 .0000
-.1906 .1645 -.4249 .1705 -.7317 -.7420 .0000
-.0881 .7560 .2383 .3598 .0231 .8393 .0000
.5509 .0752 .5192 .5540 -.6382 -.4615 .0000
-.5627 .3028 -.0365 -.7626 -.5111 .5391 .0000
-.2137 .1140 .7753 -.5766 .0416 .1844 .0000
.3353 .4293 .4580 -.6621 -.3755 -.4712 .0000
.2565 -.3677 .5657 -.5944 .4431 .1485 .0000
.1095 .5053 .9232 -.0322 .3151 -.4430 .0000
-.6914 .0947 .5650 .8069 .1863 .6084 .0000
.1746 .5968 .7708 -.2821 -.4551 -.6369 .0000
.6444 .0056 -.4498 -.6087 .8505 -.3402 .0000
.8009 .6088 .4023 .5707 -.9200 .3815 .0000
-.6491 .0134 .9639 -.9871 -.7960 .8588 .0000
-.0984 -.9517 -.4513 -.2171 .4756 .0303 .0000
.9211 -.5581 .5230 -.7997 -.6095 .6900 .0000
.2199 .1510 -.9451 -.8149 -.5169 -.8387 .0000
-.6875 -.4594 .1665 .6069 .4265 .9797 .0000
.9493 .5328 -.0726 -.5611 .9704 -.1031 .0000
.1179 .2605 -.9483 .3032 .9368 .5549 .0000
.8414 -.8011 .8698 -.1549 -.7759 -.3664 .0000
.0949 .7377 .5228 -.0121 .8334 -.0991 .0000
-.5057 .6410 .3606 .2401 -.7732 .4879 .0000
.9139 .0557 .4422 -.4928 .2404 -.7908 .0000
.9152 -.6110 -.0267 .7757 -.6837 .3610 .0000
-.8593 -.7908 .1854 .0124 .6682 -.4271 .0000
.1373 .1477 .1885 .1380 .6176 .5103 .0000
.1027 .9660 -.8021 -.0243 .5409 .3400 .0000
.1904 .5751 .9506 .5059 -.2180 .0955 .0000
-.5232 .7320 .5697 .3808 -.0905 -.9152 .0000
.9850 -.9406 -.9385 -.7440 -.4827 .5819 .0000
-.0248 .2931 .7624 -.5240 -.4782 .7309 .0000
-.0889 -.2185 .7814 .0667 -.2575 .9742 .0000
.6391 .5559 -.5956 .6696 .2369 .6172 .0000
.5201 .7511 .2464 .4146 .4779 -.7513 .0000
-.5115 .5223 -.2225 -.9160 -.6740 -.5394 .0000
.3513 .7142 .8334 .3064 .0828 -.6809 .0000
-.3584 -.8220 .4584 -.5808 -.0528 .8062 .0000
-.0029 -.1133 .4508 -.8555 .1993 -.6418 .0000
-.3377 -.2194 -.2942 .9136 .9770 .0501 .0000
-.3447 -.5102 -.7233 .3071 .7949 .8888 .0000
-.6154 .2862 -.2878 -.6619 -.9572 .9958 .0000
.1707 -.2629 -.4354 .9333 -.2430 .1139 .0000
.4443 .8045 .0763 .5067 -.7475 .3955 .0000
-.4713 .6164 -.5212 -.6954 -.9149 .6632 .0000
.2283 -.6584 .7130 -.7091 .2316 -.6984 .0000
.7915 -.9938 .5336 .3794 -.8077 .1074 .0000
-.2959 .7943 -.1343 -.3068 -.8408 .9984 .0000
-.4029 .0493 -.8458 .7568 -.4300 .7322 .0000
-.7949 -.4049 .9302 -.6817 -.3722 .9855 .0000
.5867 -.6680 .8092 .0629 -.2221 -.4533 .0000
-.2293 .6734 .2237 -.3208 .8783 .3866 .0000
-.0700 .7566 -.9706 .7764 .5449 -.6367 .0000
.0148 .2847 .7137 -.6860 -.8165 .8259 .0000
.2889 .0294 -.4254 .7145 -.0892 -.0144 .0000
-.6872 -.8287 .8751 .1647 -.6469 .0858 .0000
-.5172 .2046 .3692 .1772 .8491 .1374 .0000
.1881 -.0900 -.4546 -.5430 -.5174 -.7887 .0000
-.6259 -.5580 -.3667 -.0744 .5050 -.8599 .0000
-.7216 .6289 .6569 -.6398 -.6814 .4984 .0000
-.5999 .3792 .6757 -.7690 .7067 -.7589 .0000
-.6165 -.6090 -.4473 -.0944 .4385 .6732 .0000
.8027 .2535 -.1302 .7456 -.8806 -.5552 .0000
-.0468 -.6756 -.9900 -.1055 .5927 -.8113 .0000
.2167 -.5807 .4343 -.0072 .7310 -.1153 .0000
-.7356 .6440 .9949 .5492 -.9463 .6967 .0000
-.6556 -.4337 .1680 .4177 .2942 .2430 .0000
-.7015 -.1663 -.4473 -.1962 .3479 -.2642 .0000
-.7720 .9340 .2454 .1967 .3688 -.4960 .0000
-.1810 .1481 .2546 .3308 -.1131 .8957 .0000
-.4931 -.3590 -.3052 -.5278 -.8819 .7222 .0000
.0172 .0340 .5264 .1552 -.4594 .4839 .0000
.6997 .2001 .9626 -.7867 .4445 .1508 .0000
.6908 .2489 .3563 .2852 -.6533 -.1168 .0000
-.6920 -.7754 -.0855 .1487 -.4030 .8522 .0000
-.8050 -.6523 .1688 -.8801 .6449 -.7557 .0000
.3420 -.1259 -.0366 .2743 .4708 .4715 .0000
-.9009 .3638 .9183 .6711 .4828 .3918 .0000
.0800 -.9271 .4504 .5140 -.6983 -.1009 .0000
-.8500 .3435 -.0718 .2130 .2255 -.5993 .0000
-.3456 .8122 -.2537 -.1457 .4136 .7692 .0000
-.8092 -.5515 -.4245 -.1522 -.2703 -.2618 .0000
.9655 .1000 .7599 -.3896 .3647 .8108 .0000
-.0277 .7842 -.5051 .2655 .6973 -.2111 .0000
-.4544 .0758 -.1887 -.0857 .0574 -.1396 .0000
.3369 .0646 .2233 .2618 .1587 -.6401 .0000
.5876 .4140 .2851 -.3975 -.4318 .5300 .0000
-.3794 -.5416 .2433 .7395 -.8731 -.2091 .0000
-.9638 .5447 .3343 -.3920 -.1892 -.8486 .0000
.7258 -.8195 -.1851 .4500 -.1685 -.6235 .0000
.0799 .1955 -.8319 .7487 .7282 .1385 .0000
.2052 .7916 -.9861 .2231 -.4543 -.1067 .0000
.2526 -.0555 -.6363 .0532 -.1425 .6300 .0000
-.6546 -.4320 -.6988 .6855 .5953 -.8400 .0000
.1919 -.8038 .0924 .4405 .9696 .9378 .0000
.0526 -.6162 .7291 .9051 .1316 .9259 .0000
.0274 -.7148 .6019 -.8047 .4116 -.8683 .0000
.5730 .0997 .0267 -.9564 -.9607 -.5828 .0000
-.1506 .3369 .7891 -.5817 .0484 .2355 .0000
-.8722 .4683 -.7043 .6721 -.4148 -.9186 .0000
.3294 .6070 .1692 .6159 .1742 -.4799 .0000
-.8385 .8933 -.2064 .1286 .7533 .0720 .0000
-.9638 .0502 .8165 -.9998 .2881 .6818 .0000
-.7948 -.7490 .7726 -.2126 .0191 -.6882 .0000
.7710 .1448 .6841 -.5377 -.1780 -.4659 .0000
.9344 .1433 .9381 -.4100 .9408 -.1229 .0000
.0761 .4684 -.5319 .6082 -.8661 .2621 .0000
-.8869 -.2750 .3418 .5173 -.3078 .0299 .0000
.0869 -.6518 -.1255 .5889 .2047 .3472 .0000
-.8339 -.8768 .6747 -.8918 .1848 -.7222 .0000
-.1997 .1056 .7739 -.4669 -.2710 .1559 .0000
-.6529 .5940 -.5814 -.5586 .9862 .4044 .0000
.5130 -.0279 -.5839 -.5653 -.2603 .1683 .0000
-.5513 -.1881 -.5070 .7116 -.1106 -.2619 .0000
.1283 .1336 .9537 .3963 -.6041 .7992 .0000
-.3631 -.9504 .7231 .0252 .7201 .0234 .0000
-.3371 .5595 .5918 .6597 -.3778 .5112 .0000
.5899 .5743 -.7896 .1825 -.0609 .1321 .0000
.1315 .3042 .7079 -.7552 .4735 .2535 .0000
-.6725 .3798 .0496 .4896 .8096 -.6463 .0000
.3448 -.2967 .2212 -.4619 -.6265 -.1679 .0000
-.5794 -.8892 .3746 .9147 -.9089 .4560 .0000
-.2311 -.3679 .5951 .0830 -.9106 .6224 .0000
-.2931 .1527 -.9909 -.6161 -.1915 -.1873 .0000
.3770 -.8311 .0115 -.0797 .7056 -.3745 .0000
-.5653 -.4993 -.9135 -.4410 .4394 -.2348 .0000
.0399 .3936 -.9340 .8043 -.5948 -.9395 .0000
.3853 .4647 -.0184 .8701 .0364 -.7584 .0000
-.6173 -.3076 -.5424 -.6387 -.1174 .7421 .0000
.0123 -.5723 -.3251 -.7498 .3243 -.4397 .0000
-.9504 -.8274 .8145 -.1149 .5210 -.9859 .0000
-.3387 -.9076 .5788 .5549 -.1513 -.3929 .0000
-.2414 -.5468 .4310 .5681 .8042 -.8920 .0000
.7981 .7172 -.3692 -.5388 .5148 .2465 .0000
-.6614 -.4833 -.2230 -.7767 -.7245 .6424 .0000
.2227 -.5916 -.8883 -.4772 .0410 -.2236 .0000
.1116 .2372 -.6379 -.8862 .6563 .8581 .0000
.1234 -.3129 .8888 -.6347 .8783 .3815 .0000
-.9141 -.5342 .6797 .6684 -.8668 .6116 .0000
.5365 .4756 .2723 -.6006 .5012 -.8561 .0000
.4195 .9997 -.3255 .5544 .9959 -.7740 .0000
.8414 .0216 .9434 .4358 .9286 -.2261 .0000
-.1638 -.5580 -.3968 -.7141 .8766 .2925 .0000
.6467 -.7000 .3123 .3560 .1609 .8287 .0000
.3932 .0473 .4768 .4483 -.3499 -.8007 .0000
-.7640 .8508 .0906 -.5141 .4172 -.0183 .0000
-.5722 .9506 -.4873 .1188 .2770 .4964 .0000
.6196 .3678 .6351 -.3698 .9070 .7604 .0000
-.5008 .0072 .6970 .0017 .2472 -.7908 .0000
-.6804 .3316 -.9169 -.5179 .2236 -.2445 .0000
-.9443 .8965 -.5894 .0539 .0147 -.4430 .0000
.3725 -.2399 -.1959 -.2519 -.2761 -.2636 .0000
-.1423 .5484 .7002 .8084 -.9899 .5400 .0000
.6640 .1307 .0639 -.9948 .1397 .3932 .0000
.4240 .9705 -.8645 -.9765 -.8891 .6902 .0000
-.8348 -.4208 -.7334 -.7547 -.0762 .4563 .0000
.2337 .1884 .0290 .8531 .9869 .4607 .0000
-.9682 -.9343 -.3904 -.9537 .4158 -.7410 .0000
-.3869 .8769 -.7242 -.6675 -.1959 .5715 .0000
-.8740 -.2068 -.7710 .3756 -.1466 -.4521 .0000
.4132 .9892 -.3133 .6071 -.9132 .8158 .0000
.1727 .6388 -.9242 .4760 .1630 -.8625 .0000
.6955 .1815 -.5467 -.2975 .4830 -.4336 .0000
.7934 -.3318 -.1001 -.2265 .6602 -.3919 .0000
.3630 -.9515 .7742 -.6472 .7437 .4370 .0000
.9694 -.6307 .5556 -.5191 -.9772 .8393 .0000
-.1589 -.4727 .8292 -.0829 .4865 .2831 .0000
.6060 -.8654 .6977 .5206 -.8008 .8008 .0000
-.5084 -.6771 .2997 .1008 .4299 .9631 .0000
.8657 -.9457 .0689 -.9777 .6151 -.0127 .0000
-.2526 -.5306 .6637 .4817 -.0363 -.5573 .0000
-.7777 -.4146 .0769 .8319 .3674 .2489 .0000
-.1742 -.9804 .7366 .5522 .1362 .7108 .0000
.4129 -.8652 -.8538 .6647 -.1567 .4484 .0000
-.7079 .2472 -.5217 -.2461 .8912 .3896 .0000
.0888 -.5822 .2827 .7462 .3467 .6898 .0000
-.9723 .6098 .1302 .0185 -.9950 .4947 .0000
-.7946 -.5316 .7605 .6209 -.0586 .7306 .0000
.3453 .1519 .6031 .6040 -.5739 .8404 .0000
.0685 -.6073 .0272 -.2474 .9958 -.9014 .0000
-.9736 .6851 .7395 .3682 -.6633 .3547 .0000
-.5147 .0093 .7819 .0084 .3885 -.6119 .0000
-.9851 -.3881 -.8718 .6525 -.2938 -.9073 .0000
-.2776 .5900 .6576 .6876 -.6778 .6948 .0000
.8436 -.2637 .9447 -.0750 -.0353 -.6688 .0000
-.0657 .4271 .6585 .7893 .8136 -.0091 .0000
-.4535 -.4778 -.8935 .0981 .7161 -.1992 .0000
.3032 .6517 .3050 .7079 .2017 -.4579 .0000
-.4816 -.1195 -.6986 -.0305 -.7783 .8127 .0000
.3513 -.9015 .1502 -.3934 .0969 -.3233 .0000
.6559 .0280 .5972 -.2332 -.2930 -.8684 .0000
-.9787 -.1299 -.4921 -.3634 -.1944 -.8335 .0000
.9272 -.2835 -.0611 .3588 .8798 .1126 .0000
.9232 .9516 .0120 -.1180 -.1189 .7687 .0000
.1255 -.3848 -.0989 -.6572 .6236 -.5299 .0000
-.7213 .3313 -.9188 -.4916 -.8727 .8493 .0000
.2906 .7780 .8589 -.3165 -.0743 -.4575 .0000
.1460 -.4666 -.8726 .3456 .1542 .6330 .0000
.0282 .3707 -.6510 .8530 .2814 .2341 .0000
.2661 -.0044 -.4120 -.9566 .0877 .6358 .0000
-.8343 .9497 .2819 .9608 -.3011 -.8909 .0000
-.3316 -.2624 .8302 .8475 .6932 .8619 .0000
.1692 .9350 .2158 .8360 .3419 .8335 .0000
-.0007 .6735 .2561 -.8463 -.4040 -.7107 .0000
.5007 -.4556 -.7801 -.7010 .5043 -.9247 .0000
-.3858 -.0366 .5475 -.5919 .6854 .7572 .0000
-.0198 -.9219 .1516 .9667 -.9351 -.0891 .0000
-.6307 .7339 .5486 -.9829 .3625 -.4200 .0000
.7204 .3338 -.8959 .0374 .3519 .2855 .0000
-.6542 .9962 .5853 .0056 .4411 .3561 .0000
.4380 .2260 -.6753 -.9547 -.8483 -.8237 .0000
.0735 .7025 .2944 .9469 -.6672 .0914 .0000
.5890 .0614 .2008 -.1846 .4020 .9730 .0000
-.6754 -.7215 -.1424 .2766 .3091 -.8466 .0000
.4499 -.0447 .1677 -.5997 -.6610 .0670 .0000
.3656 .9526 .7231 .3786 -.2437 -.9675 .0000
.8187 .2053 -.5016 .2881 .7368 .8701 .0000
-.1027 .6536 -.3332 -.7333 -.1922 .2227 .0000
-.5398 .1666 -.5259 -.7919 .9467 .7036 .0000
.9484 -.8591 -.3469 .3587 .5560 -.7181 .0000
.6455 -.1343 .6605 -.3425 -.6847 -.5221 .0000
.2044 -.0542 .9649 -.7764 .3403 .3686 .0000
-.1042 -.9382 .2441 -.0639 -.9010 .2724 .0000
-.0412 -.7395 -.4401 .1594 .9736 .7988 .0000
.3268 .6073 .3778 -.7189 .1251 .5220 .0000
-.0528 .1343 .5859 -.3737 -.9400 .5293 .0000
.7849 -.3237 .9395 .6176 -.3981 .5909 .0000
-.9981 -.4744 .4342 -.9887 .0837 -.4588 .0000
-.6854 .6378 .1541 .1183 .4285 -.4869 .0000
-.5418 -.0763 .7879 .1951 .1306 .4996 .0000
.6792 .2853 .6941 .5824 -.6863 .5276 .0000
-.5414 .1446 .3861 .4910 .9199 .4270 .0000
-.0132 -.0879 .9033 -.8219 .1866 .4317 .0000
.6837 -.1971 .5870 .7236 .1260 -.8879 .0000
.7872 .0450 .4654 -.5484 .5559 .8256 .0000
-.7113 .8049 .6047 -.2476 .4188 .3227 .0000
.0074 -.3590 -.3224 .8412 -.6893 -.3925 .0000
-.6597 -.4573 -.7261 .4237 .3994 -.8175 .0000
.2823 .4576 .9305 .8197 .8546 .8212 .0000
-.7792 -.6793 -.3969 .3018 .8652 -.9752 .0000
.4838 .9649 .7809 -.9680 -.4507 .9683 .0000
.6589 .9179 .8355 .5914 .1625 .6886 .0000
.3646 .1698 .9487 -.1774 .2669 .4712 .0000
.2213 -.3111 .7493 -.8654 -.6084 .4443 .0000
.1953 .9074 -.9960 .9081 -.4479 -.3429 .0000
-.4114 .3230 .6870 -.8440 .2658 .6863 .0000
-.3092 -.2433 .6913 .0691 .6997 -.1582 .0000
-.0654 -.6682 .1368 .2442 .2323 .0797 .0000
.0441 .2366 -.9421 -.6615 .0097 .6901 .0000
-.8925 .8162 -.7086 -.0647 .5691 -.0342 .0000
.0356 .9125 -.3195 .4660 .6002 .0372 .0000
.9931 -.0366 -.2221 -.6091 .2064 .1874 .0000
.3633 .3228 -.3553 .3021 -.0775 -.6085 .0000
-.7836 -.2570 .2493 .9626 .0930 -.6635 .0000
-.5067 -.5014 -.1422 -.6659 .5032 .5169 .0000
-.2937 -.7925 .9496 .4870 -.0524 -.7711 .0000
.1709 .3556 -.0228 -.9539 .8362 .7668 .0000
-.8222 -.7331 -.3314 .1032 .9205 -.9832 .0000
-.9485 .2461 .8889 .1319 .3607 -.0646 .0000
.4820 -.9437 -.2390 -.2605 -.0950 -.9817 .0000
-.9777 -.4350 .6162 .0887 .6436 .1403 .0000
-.2815 .6208 -.9375 .1042 -.8194 .4772 .0000
.2222 -.7181 .0563 .7903 -.5948 -.8775 .0000
-.6917 .9910 .2907 .0788 .1895 -.7933 .0000
-.2310 -.1169 .4418 -.0966 -.6226 -.4134 .0000
-.6119 .0250 -.0940 .4792 -.5034 .8233 .0000
.0828 .8345 .3639 -.8592 .0689 -.2166 .0000
-.0437 .5611 -.6145 .7287 -.3069 .6057 .0000
.9165 .9494 -.3971 -.5379 .0046 -.2736 .0000
.0773 .9695 -.7203 -.9620 .8951 .3278 .0000
-.0023 -.5486 -.4286 .0664 .4792 .7812 .0000
.9480 .0895 -.6158 -.6303 -.7286 .1778 .0000
.9788 -.1032 -.9978 .5836 -.8693 -.3713 .0000
.8980 -.5422 .5929 .8124 .9520 .6360 .0000
.8514 -.4124 .9973 -.2927 .2682 .0397 .0000
.0297 .3250 .5393 .4868 -.2084 -.3584 .0000
.3941 -.5029 .9554 -.3821 -.7225 -.7317 .0000
-.6626 -.3263 .4016 -.6777 -.7188 .6054 .0000
-.3460 -.0814 .2959 -.6785 .9031 -.9388 .0000
-.2942 -.5274 .6948 -.5378 .0697 -.8518 .0000
-.2080 .9880 .0088 -.7378 -.9513 .6186 .0000
.5060 .7678 .9754 -.8468 -.4205 .6040 .0000
-.9040 .8106 -.1825 .7608 .6091 -.7398 .0000
.3741 .4522 -.7935 -.7416 .2803 -.3502 .0000
.9455 .5871 -.2732 -.0567 -.2998 -.9701 .0000
-.6800 .6917 .4412 -.1007 -.3618 -.3779 .0000
.2545 -.0939 -.0475 .2914 -.0521 -.4807 .0000
.5646 .9661 -.8021 .7480 -.3795 .1326 .0000
.8304 .3938 .0684 -.5031 .9486 .7031 .0000
-.9409 .7030 -.1777 -.8350 -.2992 -.3075 .0000
-.4655 .1184 .9923 -.0229 -.1459 -.1119 .0000
-.0859 -.4829 -.5606 .7291 -.2419 .1327 .0000
.3547 -.9306 -.4888 .8500 .9943 -.1817 .0000
.4263 .8100 .9457 -.6977 -.3327 -.1941 .0000
-.9922 .4964 -.8751 -.8464 .8012 -.2333 .0000
.6776 -.3939 -.6695 -.8770 -.5341 -.8760 .0000
-.6131 .9438 -.5911 .5944 .5500 .7669 .0000
.7925 -.5809 .5501 .9499 -.7107 .3221 .0000
-.0050 -.0929 .8543 .3298 .2214 .9576 .0000
.6195 .2170 .5757 .8626 .9129 -.4061 .0000
-.3916 -.1226 -.4717 .4991 -.2533 .1070 .0000
-.6166 -.7375 -.4500 .7356 .6416 .4872 .0000
.2963 -.4049 -.2424 .1178 .4966 -.6373 .0000
-.3529 .0689 .8212 .1226 -.9681 .4198 .0000
-.9693 -.5335 .3316 -.1527 .0416 -.5801 .0000
-.2899 -.0857 -.7900 .0503 .3554 .2780 .0000
-.4044 .5622 -.6300 -.4353 .4895 -.5870 .0000
-.5951 -.1237 -.7633 .5696 .0866 -.5585 .0000
-.3053 -.2371 -.0226 -.6942 -.8030 -.6504 .0000
-.4803 -.8608 -.4484 -.6950 .3786 -.6255 .0000
-.7747 .9488 .2169 .2312 .5199 .0190 .0000
.2953 .8519 -.7383 -.1975 .4195 .7876 .0000
-.1334 -.8446 .0554 .8457 -.3897 .3223 .0000
.4887 -.5537 .6614 -.1105 .6136 -.3950 .0000
-.8088 .9552 .1489 .0379 -.5923 .6592 .0000
-.9360 .5311 .9111 .4398 .3906 -.0632 .0000
.1645 -.3416 .4040 -.4280 .3046 .5404 .0000
.8942 .6504 .6992 -.0518 -.1814 -.8391 .0000
.3970 .2491 .3712 .2170 .3312 -.1476 .0000
.0603 -.5585 .9746 -.4353 .4047 -.2885 .0000
-.2464 -.1277 .0494 .7410 .2072 -.8222 .0000
.4263 .9784 .8560 -.0342 .0339 .7636 .0000
-.0839 .3648 -.4864 .6994 .5992 .5961 .0000
.7147 -.6073 -.0818 -.3663 .8965 -.6717 .0000
-.7352 .7462 -.0051 .1964 -.6156 .2853 .0000
-.0960 .0890 -.4295 -.6846 .9531 .5150 .0000
.1607 .3074 .9585 .4258 .0081 -.0999 .0000
-.4073 .0190 .5897 .0285 .4057 .4486 .0000
-.1527 -.8831 -.6300 -.9413 .4842 .3338 .0000
-.4501 .2235 .7192 .1827 .2173 -.4700 .0000
.3785 -.6616 .4279 -.1872 .5074 .0763 .0000
.7278 .9970 .9098 .1469 .9144 .5753 .0000
.9692 -.4014 .3025 .4370 -.0639 -.0637 .0000
.2191 -.9583 .7885 -.5567 -.1847 -.9887 .0000
.6915 .7590 -.2070 .0406 .6368 -.0251 .0000
.9139 -.9070 .3841 -.4431 -.6948 .7177 .0000
.3563 .3385 .1456 .9653 -.4261 -.4722 .0000
-.5135 .6687 -.1291 .8642 .7174 .6777 .0000
-.1755 -.1306 -.1974 .3940 -.6670 .2556 .0000
.1979 .6300 .8384 .4511 -.0397 -.6587 .0000
.9808 -.9507 -.4376 -.3184 .6733 .6236 .0000
.9165 -.2762 .2089 .2325 .4780 -.1386 .0000
-.6199 -.9629 -.7578 .3677 -.1783 -.7269 .0000
.0153 -.0221 .2151 -.3279 -.7067 .3530 .0000
